"epsilon","zeta","nu_short[1]","nu_short[2]","nu_short[3]","nu_short[4]","nu_short[5]","nu_short[6]","nu_short[7]","nu_short[8]","nu_short[9]","nu_short[10]","inoculum","beta_short[1]","beta_short[2]","beta_short[3]","r","alpha","gamma","x0","k0","x1","k1","x2","k2","x3","k3","x4","k4","u1","u2","u3","u4"
0.0635512,0.803413,0.000393013,0.000328002,0.000630783,0.00105319,0.00151883,0.0020473,0.00378062,0.00792412,0.0171497,0.0526398,8.88642e-05,0.515773,0.930265,1,49.1317,0.331275,0.332315,27.67,0.500918,65.9697,0.323113,179.243,0.497113,260.786,1.02773,298.903,2.62725,0.200018,0.387787,0.223004,0.444314
0.053623,0.66086,0.000274025,0.000256746,0.000347427,0.000689546,0.000937313,0.00121372,0.00224172,0.00492041,0.0106181,0.0322471,0.000153618,0.47748,0.987114,1,66.3479,0.291641,0.264601,28.2624,0.612753,62.3227,0.357329,180.408,2.46833,259.414,0.497089,296.397,0.617018,0.209876,0.418393,0.241183,0.472442
0.048405,0.750443,0.000285719,0.000226043,0.000313872,0.000677867,0.000957505,0.00127744,0.00242854,0.00497388,0.0108362,0.0328697,0.00014175,0.547991,0.950541,1,64.4338,0.347874,0.247054,28.3071,2.61374,65.9757,0.768564,179.627,0.41048,261.11,2.0508,297.539,2.65017,0.193748,0.40679,0.209453,0.477267
0.0539803,0.760198,0.000279503,0.000216718,0.000406931,0.000869787,0.00112091,0.00157003,0.00283582,0.00583217,0.0125913,0.0392214,0.00013794,0.523658,0.924078,1,41.6311,0.352414,0.286006,28.5965,0.508649,59.8931,2.9459,178.622,0.275918,260.035,0.460145,296.438,0.512205,0.230392,0.440448,0.267336,0.491875
0.0608951,0.856666,0.000484738,0.000298193,0.000536284,0.000900633,0.00128691,0.00169,0.00329436,0.00608545,0.0130595,0.0384186,0.000132039,0.440429,0.878166,1,68.3897,0.367997,0.326811,29.2457,0.859378,62.5109,0.786385,179.783,4.59762,262.919,0.326675,297.739,2.52831,0.240735,0.465509,0.272038,0.567908
0.0605913,0.784491,0.000279706,0.000374223,0.000457356,0.000803214,0.00105289,0.001458,0.0025868,0.00495391,0.010581,0.0314833,0.000151235,0.392505,0.872232,1,63.0633,0.350542,0.306131,29.2894,0.693868,61.7785,2.93462,177.953,0.675561,263.998,0.838854,297.212,1.12019,0.246343,0.461382,0.291536,0.546692
0.0549755,0.737319,0.00035742,0.000296871,0.000577993,0.000977261,0.00128796,0.0017994,0.00323438,0.00642473,0.0142243,0.0433771,0.000100598,0.464551,0.900866,1,47.1243,0.329506,0.263568,28.4469,1.89171,64.8954,0.372118,180.356,0.857431,256.853,0.612369,297.931,1.17616,0.193726,0.394909,0.215923,0.412514
0.0541299,0.841393,0.000367933,0.000321522,0.000585747,0.000910063,0.00128263,0.00165517,0.00314588,0.00633175,0.013082,0.042042,0.000128271,0.452405,0.940301,1,41.3585,0.360181,0.295327,28.8285,0.777869,62.5413,2.11206,178.268,0.957525,262.004,2.42322,295.804,1.6056,0.212695,0.43118,0.238533,0.493136
0.0538393,0.837525,0.000410642,0.000317187,0.000570602,0.000943945,0.00133447,0.00168891,0.00329235,0.00657353,0.0136684,0.0435965,0.000127562,0.470334,0.939317,1,41.7785,0.369607,0.295727,28.6842,0.823877,62.554,1.76627,178.492,0.996897,262.101,2.27133,295.833,1.09392,0.21679,0.437496,0.230819,0.483336
0.0491693,0.720459,0.000330714,0.000235005,0.00035982,0.000687477,0.00101701,0.00129028,0.00249298,0.00559823,0.0120867,0.037783,0.000140463,0.503948,0.998171,1,77.8025,0.326952,0.254502,28.0585,0.872383,63.8307,0.593765,180.927,0.553087,259.565,0.431098,299.355,0.812436,0.200781,0.408057,0.226186,0.488866
0.0507653,0.722385,0.000331444,0.000351254,0.00060402,0.000845621,0.00110056,0.00160173,0.00281778,0.00597089,0.0130007,0.04166,9.82136e-05,0.447085,0.998378,1,54.4097,0.375893,0.26491,28.494,0.482536,61.949,1.68454,178.294,5.4312,262.999,1.39826,295.659,0.363918,0.209407,0.402776,0.212021,0.444326
0.0602452,0.852864,0.000404827,0.000409772,0.000604616,0.00114424,0.00152767,0.00221621,0.00391439,0.00819763,0.0181697,0.0568531,8.10525e-05,0.493916,0.982536,1,62.9388,0.344529,0.336478,28.5035,1.27266,66.8588,1.45471,180.733,0.268347,258.475,0.255257,297.79,0.713148,0.197722,0.397567,0.226252,0.429792
0.051914,0.687852,0.000419664,0.000362457,0.000436893,0.00073297,0.00100795,0.00130754,0.0024617,0.00514685,0.0112594,0.0340967,0.000185095,0.430956,0.975274,1,48.5052,0.30726,0.265366,28.2303,0.430444,61.7433,1.22901,179.452,2.58722,261.117,0.337169,296.654,1.05626,0.232361,0.441462,0.255378,0.505817
0.0631274,0.824083,0.000444626,0.000415587,0.000524637,0.00111834,0.0015184,0.00206452,0.00386205,0.00779585,0.0170647,0.0528245,8.18869e-05,0.533308,0.934631,1,77.0225,0.343884,0.339296,28.4148,0.870502,65.7494,0.625554,179.02,0.721017,259.056,0.319355,296.517,0.894337,0.203818,0.400444,0.226544,0.446858
0.0642141,0.732604,0.000405928,0.000342067,0.000454462,0.00108581,0.00148718,0.00194609,0.00375434,0.00722086,0.0156713,0.0497459,9.32577e-05,0.54444,0.880288,1,60.1293,0.307038,0.315446,28.3795,0.614315,61.6046,1.77,180.05,1.17299,262.959,0.326207,295.269,0.868433,0.210985,0.404841,0.200226,0.435339
0.0543244,0.888938,0.000323026,0.000267424,0.000396743,0.000932566,0.00125106,0.00163788,0.00315218,0.00631717,0.0134998,0.0402578,0.000141358,0.539656,0.927108,1,48.6664,0.365248,0.308909,28.6919,1.56368,65.3026,0.786624,176.706,1.57839,264.083,0.267627,295.002,1.23456,0.217318,0.440438,0.224006,0.512591
0.054489,0.865925,0.000253632,0.000245907,0.000467517,0.000805939,0.00112932,0.00156202,0.00280373,0.00565459,0.0121958,0.0366509,0.000136103,0.507597,0.911303,1,52.2854,0.373161,0.296915,28.7805,1.9956,65.1086,0.549388,178.035,1.81442,263.431,0.261838,294.908,2.20709,0.210109,0.437681,0.226384,0.50318
0.0528589,0.75373,0.000544592,0.000407487,0.000684446,0.000924704,0.0012567,0.00163011,0.00310623,0.00593218,0.0127471,0.0400116,8.16203e-05,0.390251,0.890012,1,56.3584,0.444962,0.254783,28.1403,0.479951,62.7896,3.92981,179.568,1.39167,264.157,0.273702,296.846,0.767342,0.208824,0.394369,0.198517,0.447011
0.0542176,0.713718,0.000356912,0.000302912,0.000496284,0.000721931,0.00103126,0.00132312,0.00251927,0.00537617,0.0115023,0.0347754,0.000152572,0.394818,0.968304,1,61.8049,0.298528,0.268938,28.4739,1.90409,64.3707,0.737446,180.721,1.48691,260.667,0.899933,297.611,0.577315,0.208857,0.421265,0.230869,0.478811
0.054485,0.702452,0.000289663,0.000222403,0.000354722,0.00073453,0.00101992,0.00143088,0.00256155,0.00537269,0.011838,0.0368227,0.000170567,0.512544,0.964551,1,50.4243,0.266258,0.274724,28.8986,2.44617,65.2205,1.0137,180.691,0.759094,259.236,0.867517,298.63,0.383962,0.210004,0.42644,0.234216,0.482979
0.0554127,0.765563,0.000532404,0.000447817,0.000760626,0.000842725,0.00108309,0.00153643,0.00272921,0.00578184,0.0126155,0.0382421,8.78073e-05,0.350464,0.973757,1,66.7255,0.408481,0.286067,28.2141,0.452956,62.0143,2.14432,177.904,2.20179,263.403,0.292495,295.943,3.19602,0.210636,0.402774,0.235074,0.465049
0.0492259,0.762339,0.000346352,0.000299599,0.000445958,0.000725461,0.00108649,0.00138264,0.00256447,0.005173,0.0113169,0.0358369,0.000107086,0.426299,0.942581,1,48.8131,0.400993,0.246753,28.4665,1.30945,64.0802,1.06834,178.412,0.812991,259.943,1.30277,297.585,0.478346,0.193836,0.39944,0.222239,0.441905
0.0523587,0.762688,0.00031289,0.000262271,0.000459433,0.000622385,0.000865389,0.00116662,0.00216245,0.0045053,0.00979729,0.0290706,0.000129996,0.412003,0.983753,1,65.2976,0.379002,0.272113,28.3672,1.27062,63.3153,0.901985,180.745,0.787205,261.136,0.565887,296.643,2.41026,0.2119,0.423535,0.271568,0.509342
0.0577819,0.73744,0.000451254,0.00042988,0.000565716,0.000873583,0.00117303,0.00159353,0.00291199,0.00640373,0.0135297,0.0407546,0.000115194,0.40003,0.976286,1,67.3694,0.326783,0.293375,27.7322,0.493021,63.5366,2.02483,179.819,2.43363,259.776,0.567525,298.391,0.922787,0.205756,0.403735,0.24097,0.448081
0.0636111,0.794685,0.000560869,0.000405473,0.000580188,0.0010343,0.00147441,0.00192372,0.00355125,0.00709463,0.0158839,0.0496435,0.000106845,0.466977,0.932714,1,52.9895,0.313385,0.331875,28.2748,1.59175,63.1421,1.11501,179.834,0.700616,261.244,0.410519,295.801,1.64964,0.208475,0.41165,0.22911,0.438532
0.0474808,0.719538,0.000220657,0.00023733,0.000315961,0.000735386,0.00103282,0.00135811,0.00252202,0.0052778,0.0117522,0.0369372,8.99031e-05,0.592617,0.987097,1,72.6532,0.433076,0.246473,27.2866,0.401736,62.4594,2.41294,179.765,1.28451,261.646,0.634451,296.979,0.374191,0.195413,0.377388,0.219523,0.41869
0.0508799,0.705932,0.000388669,0.000255678,0.000521867,0.000769214,0.00106364,0.00139246,0.00263968,0.00575514,0.0126155,0.0383491,0.000120934,0.478523,0.974429,1,67.7644,0.346964,0.251611,27.0906,0.429725,62.9877,0.983743,177.59,3.19113,259.529,0.520002,296.948,0.336662,0.187441,0.384293,0.208454,0.430772
0.0571399,0.724256,0.000309956,0.000360517,0.000578386,0.000811259,0.00111969,0.00154559,0.00278892,0.00584011,0.0124215,0.0403721,0.00010475,0.394571,0.995464,1,60.0144,0.318655,0.287376,28.2165,0.705609,63.9752,3.1617,179.723,0.864094,263.461,0.61059,295.058,1.75122,0.198546,0.390435,0.207374,0.441416
0.0573052,0.808619,0.00041104,0.000249804,0.000494989,0.000985435,0.00132477,0.00176292,0.00340259,0.00750919,0.0171099,0.0504317,9.84513e-05,0.567636,0.986448,1,76.2655,0.338042,0.317177,27.7245,0.520392,64.6998,1.03943,180.853,0.595745,258.941,0.336043,298.467,1.10724,0.199087,0.397647,0.230364,0.459025
0.0475434,0.736376,0.000242089,0.000175343,0.0002725,0.000691385,0.00100033,0.00131506,0.00239798,0.00503479,0.0106737,0.0356644,0.000158985,0.644822,0.96637,1,39.1008,0.341247,0.255018,28.2002,1.61486,61.5703,1.65622,177.853,0.740107,262.818,0.393244,294.48,0.903983,0.208864,0.418879,0.226132,0.456928
0.0492009,0.711186,0.000223863,0.000272138,0.000345207,0.00079897,0.00105752,0.00147004,0.00279162,0.00617686,0.013776,0.0410891,0.000140748,0.580982,0.996327,1,53.4892,0.322848,0.264308,28.5191,0.554893,63.611,1.86543,178.531,1.20136,264.559,0.257685,295.412,0.429885,0.220395,0.41616,0.204407,0.454804
0.0422808,0.736562,0.000197718,0.00020566,0.000317297,0.000820534,0.00104833,0.00143559,0.00280536,0.00593086,0.012839,0.0428876,0.000119829,0.657264,0.984492,1,51.2029,0.399722,0.232391,28.7117,1.25409,62.1134,1.40127,179.976,1.30629,257.792,1.49385,297.251,1.93993,0.211737,0.413269,0.234935,0.439966
0.0475078,0.65885,0.00032386,0.00023103,0.000370214,0.0008281,0.00117383,0.00157385,0.00285275,0.00618943,0.0142794,0.0455616,0.000138572,0.574023,0.970605,1,47.2856,0.296543,0.23941,28.7825,0.657838,61.3418,2.45806,176.664,1.41839,259.3,0.540522,299.886,0.882238,0.205757,0.406495,0.223007,0.446939
0.0514616,0.630547,0.000297641,0.000215925,0.000366185,0.000664828,0.000909278,0.00119665,0.00218102,0.00495699,0.0107455,0.0319187,0.000128486,0.49916,0.998562,1,67.2467,0.294066,0.241615,28.0207,1.4296,65.3121,0.948518,181.612,1.2394,262.755,0.391281,294.812,1.84612,0.189828,0.380358,0.186144,0.403167
0.0518823,0.667429,0.000302384,0.000232348,0.000391343,0.000717708,0.000971229,0.00133665,0.00256371,0.00537299,0.0118707,0.0384156,0.000144132,0.522385,0.988805,1,74.263,0.285938,0.255322,28.0276,1.59341,63.4495,1.75928,176.793,0.90338,260.344,0.273155,297.648,0.676003,0.192837,0.394418,0.209157,0.443633
0.0594466,0.722251,0.00028859,0.000246049,0.00039015,0.000824412,0.00109957,0.00151372,0.00290483,0.00592864,0.0132604,0.0396106,0.000122887,0.555109,0.970854,1,54.9609,0.293885,0.306846,28.0617,0.771111,62.8599,0.88627,181.604,1.61506,259.692,3.72976,296.974,2.22776,0.207057,0.40954,0.243164,0.447764
0.0543679,0.730342,0.000312126,0.000280709,0.000513409,0.000798687,0.00113034,0.00159404,0.0027339,0.00582437,0.0124886,0.0394293,0.000139618,0.441823,0.933444,1,71.5874,0.298646,0.265622,28.547,2.76919,65.9212,4.65229,180.747,0.809987,260.199,0.912442,298.033,0.461842,0.20069,0.408054,0.21477,0.455193
0.0535793,0.74781,0.000362603,0.000223243,0.000357312,0.000761281,0.00101124,0.00136324,0.00261626,0.00521211,0.0113106,0.0358955,0.000129387,0.516633,0.966374,1,62.3907,0.330477,0.272449,27.6673,0.919479,65.672,2.03187,180.709,1.3121,261.234,3.16905,297.682,0.738391,0.194045,0.391821,0.222824,0.467708
0.0514107,0.758757,0.000230751,0.00029175,0.000496574,0.000777237,0.00109242,0.00145385,0.00265162,0.00570804,0.012387,0.0385665,0.000116943,0.419392,0.972886,1,73.2464,0.372492,0.268469,28.3574,0.620771,63.5469,1.64672,179.011,1.50058,261.85,1.33315,297.705,0.461232,0.214936,0.412885,0.239845,0.478375
0.057558,0.735948,0.00026398,0.000367832,0.000418584,0.000988011,0.00128617,0.00173448,0.00316686,0.00696351,0.0149984,0.0470464,9.35646e-05,0.5281,0.980022,1,45.4869,0.312511,0.297555,28.2845,0.89083,64.2166,0.619599,178.781,1.07077,259.862,0.544328,297.343,0.670322,0.195491,0.387091,0.216932,0.422439
0.0555127,0.800022,0.000248063,0.000238951,0.000339529,0.000883729,0.00122416,0.0017015,0.00315682,0.00652041,0.0143818,0.0443031,0.0001092,0.623212,0.937504,1,78.0298,0.370483,0.308469,28.218,0.549827,62.3432,3.42156,179.092,1.43886,261.103,0.418109,297.961,0.635186,0.227026,0.420069,0.261942,0.490799
0.0527436,0.724972,0.000450791,0.000422156,0.000729396,0.000690306,0.00098816,0.00133571,0.00242152,0.00507949,0.0110845,0.0341473,0.000182209,0.318715,0.990632,1,42.3156,0.286277,0.272157,29.6111,2.54937,63.4327,0.553001,180.163,0.655806,260.791,1.97489,299.712,0.697812,0.227431,0.454473,0.266793,0.545259
0.0580969,0.770544,0.000245038,0.000218392,0.000368251,0.000728331,0.00100156,0.00135577,0.00243455,0.00529451,0.0111784,0.033166,0.000153427,0.506376,0.956836,1,69.6176,0.316945,0.311133,28.7042,0.546439,61.7716,2.68082,179.064,2.40307,262.305,0.674741,297.084,3.37861,0.224463,0.446383,0.286169,0.538276
0.0572658,0.749908,0.000320323,0.000214234,0.000330618,0.000697176,0.000957381,0.00125847,0.0023835,0.00517602,0.0106612,0.0322578,0.000155233,0.529223,0.953328,1,70.7914,0.321017,0.303802,28.5353,0.788027,62.1967,2.98984,178.464,1.98419,261.609,0.693774,297.187,2.30365,0.23121,0.438536,0.28896,0.555725
0.0547299,0.827604,0.000303586,0.000250818,0.000405125,0.000871255,0.00116984,0.00164199,0.00297892,0.00627801,0.0141838,0.0435105,0.00015662,0.59033,0.999498,1,42.611,0.297776,0.315728,28.7027,2.20535,65.7609,0.812821,181.011,0.936498,259.953,0.441679,298.993,0.441607,0.211896,0.43734,0.254878,0.507705
0.0509626,0.829273,0.000397406,0.000284195,0.000692574,0.00104519,0.001407,0.00188218,0.0035558,0.00774688,0.0164146,0.0524242,8.72912e-05,0.442014,0.962191,1,99.1488,0.425915,0.284515,29.3039,0.649112,62.5625,2.41635,178.859,1.56923,260.016,0.274513,298.557,2.49134,0.223121,0.429589,0.244403,0.462353
0.0588783,0.746621,0.000330462,0.00038958,0.000399247,0.000930718,0.00121053,0.00163586,0.0030505,0.00663331,0.0143049,0.0440052,0.000123257,0.548022,0.997433,1,37.9582,0.305802,0.323544,28.672,0.568726,62.8696,0.518,180.15,0.595338,262.345,5.25842,297.408,0.703274,0.228284,0.423097,0.253826,0.497268
0.0496583,0.816723,0.000464446,0.000389629,0.000407633,0.000781078,0.00112764,0.0015188,0.00278045,0.00580928,0.0128126,0.0407005,0.000103662,0.485447,0.959784,1,74.4646,0.45611,0.274149,28.127,0.416607,61.9751,1.21891,180.013,2.93948,259.337,0.300933,297.156,1.02924,0.219196,0.429645,0.259787,0.471941
0.0491356,0.770078,0.000232096,0.000219894,0.000537425,0.00094453,0.00120371,0.00169666,0.00309901,0.00667233,0.0149537,0.0473063,0.000108049,0.496081,0.988769,1,64.1181,0.370091,0.269633,28.8296,0.752013,61.788,1.69519,178.716,1.72089,260.994,0.346456,297.51,0.764689,0.215189,0.423458,0.226641,0.46035
0.0664021,0.749337,0.000286876,0.000349067,0.000459785,0.0011619,0.00162384,0.00221607,0.00406946,0.00922221,0.0199457,0.0652983,9.45364e-05,0.685665,0.994541,1,56.4221,0.268097,0.370338,28.2529,1.02702,61.9067,1.69905,179.795,0.513403,259.912,0.366049,297.363,1.31192,0.206582,0.401515,0.230241,0.443201
0.047042,0.716719,0.00029049,0.000242708,0.000380375,0.000734198,0.00104789,0.00141416,0.00252569,0.00533721,0.0115005,0.03598,0.000100217,0.486121,0.952803,1,56.6065,0.402144,0.230871,28.0448,0.719926,64.4897,1.69374,180.088,2.29072,260.965,2.49306,296.401,1.84311,0.190707,0.384467,0.193619,0.417866
0.0583198,0.716893,0.000459842,0.000411138,0.000560421,0.000786443,0.00106382,0.0014282,0.00270568,0.00564775,0.0121088,0.0375989,0.000107909,0.369465,0.979668,1,52.9541,0.305106,0.281785,28.0611,1.77151,64.0448,1.24084,176.908,0.515749,261.011,0.625961,299.076,0.665094,0.18018,0.381735,0.214498,0.461952
0.045343,0.838456,0.000238862,0.00021298,0.000309666,0.000725858,0.0009694,0.00132477,0.00246706,0.00515274,0.0108273,0.0337951,0.00013969,0.580801,0.939297,1,54.3514,0.468517,0.258922,28.7507,0.639532,63.1395,5.20962,182.697,0.284253,260.669,0.532598,296.338,1.21596,0.236887,0.458926,0.269913,0.530991
0.055319,0.873429,0.000210279,0.000341057,0.00041393,0.000970852,0.00133916,0.00180449,0.00333371,0.00669557,0.0146678,0.0439421,9.83094e-05,0.536425,0.902964,1,54.3698,0.394109,0.302185,28.8602,2.28808,66.0194,0.358888,181.434,0.530149,258.856,0.25873,298.369,1.28521,0.211659,0.419895,0.251705,0.467145
0.0533179,0.611935,0.000222388,0.000239645,0.000407571,0.00068082,0.00096906,0.00127233,0.00232597,0.00497793,0.0106499,0.0342913,0.00010827,0.429983,0.986461,1,65.8974,0.344492,0.245331,26.9316,0.327232,62.1754,1.56132,178.309,0.761446,261.718,2.25787,296.169,0.652115,0.197252,0.373229,0.215348,0.405725
0.0519404,0.83894,0.000297291,0.000259228,0.000412917,0.000901561,0.00120322,0.0016114,0.00286331,0.00640504,0.0137383,0.0432656,0.000152394,0.616757,0.985909,1,51.7071,0.325937,0.301257,28.4237,2.35441,64.3915,1.96383,180.558,0.757931,259.122,0.403565,297.27,1.47371,0.211943,0.434474,0.25377,0.488291
0.0590856,0.696108,0.000308666,0.000275469,0.000433676,0.000992462,0.00141165,0.00191349,0.00369913,0.00744331,0.016654,0.0523063,0.000109537,0.63491,0.91719,1,69.2134,0.278057,0.29646,28.1555,0.876926,61.6933,1.06768,179.176,1.98024,259.858,0.760084,297.921,0.418989,0.20773,0.394686,0.216721,0.435234
0.0439649,0.83186,0.00030757,0.000284667,0.000422975,0.000683977,0.000964874,0.00129242,0.00245982,0.00517345,0.0112344,0.0340525,0.00012422,0.456163,0.989376,1,50.6467,0.45514,0.241667,28.1356,1.07027,64.9288,4.08312,180.01,0.538747,261.428,0.689946,298.331,0.354177,0.1962,0.413936,0.227633,0.479386
0.0490645,0.748117,0.000176141,0.000204288,0.000352186,0.000750806,0.000967819,0.00132719,0.00253354,0.00514589,0.0111751,0.0346756,0.000140614,0.549113,0.937355,1,50.1755,0.366835,0.2541,28.3116,1.3753,64.1575,0.48909,179.804,2.07714,259.448,1.28274,297.089,4.53654,0.215731,0.416606,0.246213,0.480088
0.0482964,0.73185,0.000239383,0.000282746,0.000383407,0.000842874,0.00114003,0.00150864,0.00296011,0.00651343,0.0142923,0.0442965,0.000117764,0.56996,0.99515,1,76.7571,0.357997,0.265,28.8401,0.565549,61.7569,2.51149,178.843,0.922959,260.92,0.345699,298.603,0.262041,0.220426,0.424858,0.235508,0.474448
0.0446518,0.735234,0.000309436,0.000153282,0.000304429,0.000707091,0.00096176,0.00130264,0.00238586,0.00531526,0.0121543,0.0375676,0.000133766,0.613718,0.993747,1,56.9403,0.395351,0.243069,27.8275,0.781149,61.8122,2.66271,179.508,0.644177,260.177,0.706447,298.224,0.266142,0.210492,0.415042,0.227737,0.492122
0.0436636,0.710643,0.00019057,0.000218194,0.000304873,0.000672743,0.000920467,0.00129638,0.00239395,0.00519176,0.0113489,0.0367138,0.000138218,0.590137,0.996069,1,75.3782,0.399399,0.235492,28.0076,0.443967,61.6975,1.99571,179.632,0.469841,261.676,0.459777,299.521,0.259497,0.218332,0.420162,0.232923,0.498403
0.0495048,0.774044,0.000305041,0.000339633,0.00050865,0.000915134,0.0012608,0.00167494,0.00310345,0.00662149,0.0147112,0.0457873,8.54804e-05,0.498573,0.984486,1,51.2622,0.419606,0.266565,28.2682,0.458786,64.154,1.55882,181.359,0.455101,259.246,0.610853,297.575,0.261161,0.208809,0.39909,0.229204,0.433455
0.049922,0.787237,0.000185637,0.000214788,0.000318702,0.000735579,0.00104376,0.00137436,0.00261943,0.00549759,0.0117717,0.0367331,0.000113342,0.604605,0.994495,1,54.2871,0.375305,0.271669,27.6705,0.852054,67.9779,1.26286,179.136,0.446175,263.347,0.375793,296.569,3.54148,0.194664,0.386061,0.216993,0.43658
0.052362,0.703979,0.000363874,0.000492801,0.000668532,0.000845721,0.00116818,0.00150219,0.00287866,0.00587501,0.0126718,0.0401625,9.88905e-05,0.375206,0.942899,1,62.024,0.361323,0.254444,28.9315,0.826308,62.4446,2.13903,180.243,0.841871,261.631,0.268892,295.09,0.309743,0.211603,0.406691,0.211742,0.413442
0.0519827,0.826453,0.000236166,0.000177589,0.000324261,0.000896693,0.00120526,0.00160193,0.00304438,0.00688451,0.014206,0.0449498,0.000135877,0.723321,0.980383,1,48.6801,0.329034,0.304125,27.9292,0.798767,63.9517,3.53386,180.269,1.00857,259.252,1.57359,296.543,1.54729,0.204908,0.42339,0.242582,0.456212
0.0430846,0.798036,0.000226958,0.000196344,0.000334651,0.000822941,0.00104269,0.00152978,0.00290012,0.00559416,0.012816,0.038443,0.000112254,0.630627,0.899511,1,50.438,0.481377,0.231793,28.5177,0.74938,62.9837,0.603213,178.985,1.45901,259.431,0.564566,301.549,0.755885,0.213648,0.419489,0.238451,0.501842
0.0513371,0.802047,0.000328003,0.000350678,0.000523556,0.000785814,0.00104824,0.00152327,0.00287397,0.00597404,0.0134895,0.0396239,0.000139804,0.465689,0.985524,1,55.9369,0.349984,0.281094,28.1989,1.11592,64.0052,1.06478,179.865,1.47827,262.87,0.326895,293.474,1.06836,0.212574,0.424569,0.217861,0.4566
0.054348,0.669224,0.000440178,0.0005231,0.000687037,0.000839798,0.00116687,0.00152078,0.00260923,0.00565909,0.011985,0.0388552,0.000108398,0.32365,0.965388,1,59.0612,0.312814,0.250648,28.1099,1.88499,63.6898,2.11251,179.29,0.377055,261.56,0.412101,296.5,0.488906,0.191015,0.378745,0.196898,0.39977
0.0522774,0.705609,0.000531123,0.000412409,0.000699144,0.000762145,0.00103871,0.00143494,0.00265229,0.00553971,0.0118024,0.0376509,0.000118979,0.32905,0.973905,1,68.6245,0.326297,0.249018,28.1692,2.59906,65.3146,1.44552,178.647,0.30705,260.77,0.607483,296.116,7.37169,0.184692,0.389324,0.194889,0.427178
0.0535112,0.740732,0.000269276,0.000219187,0.000435006,0.000786124,0.00104293,0.00139708,0.00259042,0.0053209,0.0118811,0.0361644,0.000120625,0.442798,0.960414,1,46.6128,0.351089,0.27191,28.0593,0.651866,62.3737,0.992951,179.01,5.97215,260.467,0.885234,299.028,0.262813,0.207383,0.406456,0.240252,0.470975
0.05107,0.716295,0.000247192,0.00024016,0.000321891,0.000710298,0.000945935,0.00135863,0.00247937,0.00526167,0.0112408,0.0357362,0.000145462,0.530842,0.99088,1,58.7245,0.312039,0.262634,28.0423,0.878142,63.6076,2.66968,180.566,0.270109,258.151,0.707433,299.408,0.56343,0.197942,0.411316,0.234714,0.50182
0.0450501,0.71301,0.000250368,0.000199487,0.000314078,0.000652905,0.000918014,0.00119855,0.00229894,0.00490275,0.0110068,0.032975,0.000144188,0.536581,0.989841,1,80.6598,0.368981,0.236382,28.5337,0.867931,63.3318,0.797203,181.124,0.45202,260.469,0.627459,297.201,1.37783,0.216117,0.420194,0.24252,0.468581
0.046814,0.779,0.000187968,0.000145821,0.00026606,0.000668867,0.000866001,0.00122672,0.00219204,0.00486315,0.0105626,0.0321587,0.000140291,0.613662,0.981291,1,84.9171,0.399075,0.25707,27.8134,0.461434,64.3888,0.781924,180.678,0.535216,260.136,0.354623,297.439,3.81925,0.207847,0.418928,0.256027,0.499159
0.0549598,0.737564,0.000368665,0.000276869,0.000461436,0.000845273,0.00118397,0.00159098,0.00306139,0.00651718,0.0142095,0.0446075,0.000107209,0.520004,0.990474,1,64.9941,0.318629,0.287538,28.2748,1.68188,62.9902,2.48364,176.743,3.11713,263.236,0.860032,296.107,0.319372,0.196612,0.391543,0.199493,0.43953
0.0544189,0.619401,0.000336219,0.000362969,0.000540958,0.000705946,0.000933586,0.00128703,0.00235603,0.00497978,0.0109575,0.0337523,0.000144282,0.379578,0.998346,1,68.5323,0.291429,0.258162,27.9859,0.454476,61.949,1.06959,178.595,0.382284,260.913,0.338986,297.309,4.06075,0.2114,0.407555,0.236671,0.449017
0.0530715,0.899028,0.000335881,0.000256063,0.000448397,0.00109203,0.00145376,0.00191928,0.00369649,0.0074036,0.0165792,0.0513984,9.61856e-05,0.599053,0.925916,1,49.2908,0.418937,0.307932,28.4572,0.955191,64.8155,1.0814,179.331,1.29709,260.656,2.91069,297.133,0.594547,0.218139,0.418424,0.243767,0.46147
0.0567593,0.651055,0.0003404,0.000365433,0.000589923,0.000748467,0.00113996,0.00143262,0.00258753,0.00557724,0.012622,0.0390069,0.000120951,0.386143,0.989553,1,67.1299,0.280002,0.268176,28.0396,0.817423,61.8556,2.00889,177.976,1.82715,261.178,0.465386,296.587,0.763693,0.192576,0.389175,0.206192,0.438815
0.0582074,0.6993,0.000518478,0.000527798,0.000732017,0.000726952,0.00101992,0.00135884,0.00251354,0.00513051,0.0107267,0.0333216,0.000135284,0.293293,0.9746,1,51.2307,0.300062,0.278382,28.2454,1.03323,63.4631,1.12612,179.026,0.999498,262.331,0.47799,296.136,1.15091,0.20039,0.405574,0.230238,0.449621
0.0547052,0.631515,0.000309543,0.000309576,0.000542444,0.000672781,0.000896531,0.00122429,0.00222401,0.00438279,0.00967327,0.0286072,0.000184663,0.340674,0.930071,1,56.8058,0.271265,0.245966,28.708,1.71673,62.8427,1.53334,178.564,1.40579,260.301,1.25752,298.38,0.520553,0.213088,0.415458,0.247439,0.462718
0.0487202,0.825971,0.000398495,0.000455366,0.000603354,0.000746132,0.000931028,0.00128774,0.0023703,0.00508743,0.0105368,0.0336519,9.63816e-05,0.347901,0.998016,1,53.5237,0.471516,0.260192,27.9895,0.991359,63.953,1.33507,179.736,1.39416,261.48,0.414337,296.376,0.397649,0.190351,0.403505,0.226253,0.486991
